Review101,5.0 out of 5 stars,"
If you are a person that consistently gets the bad deal in deals, relationships or just about anything. You need to read this book. Don’t listen to the other reviews condemning this book. You don’t have to follow this book to a T. Just wake up and use the knowledge. This is the perfect balance with Carnegie’s How to Win Friends and Influence people. My only regret about this book is not having it when in was younger. Would of saved a lot of unnecessary heart ache.
","Reviewed in the United States on October 21, 2019"
joey,5.0 out of 5 stars,"
Learned about this book watching Luke Cage. What an amazing book. I have learned so much, mostly about myself. The book makes its points using historical references, demonstrating the observance of each law and exceptions to each.You will not regret this purchase.
","Reviewed in the United States on October 21, 2017"
justice awed,5.0 out of 5 stars,"
Amazingly articulated words, the 17th law was definitely my favorite!
","Reviewed in the United States on October 10, 2021"
Laura Moreno,5.0 out of 5 stars,"
Where do I begin? I can't you'll just have to buy and read you won't be disappointed!!
","Reviewed in the United States on April 28, 2021"
Bryson T.,5.0 out of 5 stars,"
Incredibly insightful and in depth education about power dynamics and how to carry yourself in common daily situations. I never knew how many questions I had about this area of life until so many were answered for me when I read it. I went read it twice, once being with a highlighter and listening to the audible version at the same time. Highly highly recommend!
","Reviewed in the United States on June 19, 2022"
Naved Durrni,5.0 out of 5 stars,"
Great read.
","Reviewed in the United States on April 22, 2022"
JZB,5.0 out of 5 stars,"
Robert Greene is a great author,  I have both Audio and Book, very helpful and really good.
","Reviewed in the United States on June 26, 2022"
Timothy bob,5.0 out of 5 stars,"
Han fei tzu was I believe the founder of the legalistic school of ancient Chinese philosophy. This book very much is written in the spirit of han fei tzu. Nicoli machevelli was very far from the ruthlessness of han fei tzu. Robert Greene does a intellectual incarnation of these writers. Enjoy.
","Reviewed in the United States on January 9, 2019"
adam,5.0 out of 5 stars,"
This book was given to me by my brother. He said it would change my life and it did.  It is very split up into small parts that make it either very easy or very difficult to read according to your nature. Each law has examples for and against it from historic figures. After reading this book i identified so many behaviors in myself and others. It allowed my to take better control of myself and my relationships.That being said this book requires work.  Self improvement is never easy. The way it's divided makes it a long term project. Revisiting it after digesting its insights will surely give perspective to you and the people in your life.
","Reviewed in the United States on January 17, 2013"
Rhys,5.0 out of 5 stars,"
This is a great book. The laws really give you an insight to various power struggles, successes and techniques. I found this book both informative and instructional when it came to various situations which we all take part in in our daily lives.One thing which particular stood out for me with this book was how Robert Greene gave case studies of the past where it was used. During Chinese Dynasties or War Situations. These really helped to see how the law works and where you can apply the law to help all those around, even if it is just yourself.
","Reviewed in the United States on December 6, 2013"
Sonia,5.0 out of 5 stars,"
It came in perfect condition. Large paperback book. Interesting to read.
","Reviewed in the United States on June 17, 2022"
dave,5.0 out of 5 stars,"
This book is great. The art of war for the work place... A must read for all who wants to succeed in their jobs..
","Reviewed in the United States on September 9, 2013"
18YY,5.0 out of 5 stars,"
So far good.
","Reviewed in the United States on November 22, 2015"
Amazon Customer,5.0 out of 5 stars,"
A very good book to help you get the best out of ur life very helpful
","Reviewed in the United States on February 25, 2016"
Rasmus Nicolaisen,5.0 out of 5 stars,"
The 48th laws of power was I book I didn't really know if I wanted, but I knew that I wanted the 50 laws of power, so I thought why not, I can always see if I like it.I started reading it and it is really a fantastic and MUST HAVE book! You should definitely read it, and then also keep it as a hand book on your trip to power, there are many examples on famous people and what they have done written in the book.You get more than what you pay for!
","Reviewed in the United States on October 19, 2011"
Roland,5.0 out of 5 stars,"
A definite reminder of the life lessons we have forgot. Some times we have to take a hard look at our selves.
","Reviewed in the United States on June 18, 2014"
Khadija Abdullah ,5.0 out of 5 stars,"
My son said that he loves this book. He looks forward to reading the other books.
","Reviewed in the United States on January 22, 2016"
Amazon Customer,5.0 out of 5 stars,"
Awesome book
","Reviewed in the United States on November 5, 2017"
NazarHS,5.0 out of 5 stars,"
Book is based on real historical events.Its gives you better understanding of real world and you will get wiser.
","Reviewed in the United States on July 7, 2013"
Elie Faddoul,5.0 out of 5 stars,"
Very good read!!
","Reviewed in the United States on January 24, 2018"
Amazon Customer,5.0 out of 5 stars,"
So far so good! Can't wait to finish.
","Reviewed in the United States on August 14, 2016"
Kindle Customer,5.0 out of 5 stars,"
Fun book
","Reviewed in the United States on July 20, 2015"
Julia Kibler,5.0 out of 5 stars,"
Awesome read. Thanks!
","Reviewed in the United States on July 11, 2015"
DEE,5.0 out of 5 stars,"
So far it's a good book we can all learn from, husband loved it as well so we are both happy with this book.
","Reviewed in the United States on March 6, 2014"
Wade,4.0 out of 5 stars,"
Great read, great concepts, exactly what I expect from the legendary author, Robert Greene.I liked the book but what a very long read, almost textbook like.I enjoyed it but could not wait to finish.FYI - fun quote, “Too much respect for other people’s wisdom will make you depreciate your own.”
","Reviewed in the United States on September 16, 2020"
Alyssa,1.0 out of 5 stars,"
Not a great book for what it’s depicted to portray. It’s a history lesson of weird things that went down back in the 1800s.  Not much to learn here. It is an advanced level reading but most of these laws contradict one another and I found myself not following after law 10. Might be okay for history teachers or enthusiasts looking to get revenge on a grade school bully.
","Reviewed in the United States on November 23, 2021"
Deja,5.0 out of 5 stars,"
Great buy! I actually absolutely love this. The timing was perfect and condition was perfect and on my way to read one of my favorite personal and professional development books. I opened it and read the first 5 pages and was sooooooo excited and trying reading the whole thing in one sitting.
","Reviewed in the United States on March 10, 2021"
Shannon Payton,5.0 out of 5 stars,"
Must
","Reviewed in the United States on March 5, 2018"
Chasidy Johnson,5.0 out of 5 stars,"
Great read
","Reviewed in the United States on September 30, 2015"
Shao Lin,5.0 out of 5 stars,"
I can honestly say this book changed my outlook on life. I think this is a good read for anyone and at any point in their lives. Greene outlines his 48 rules and backs them with interesting historical anecdotes. Sometimes, when I feel like something is not going as well in my life as t should, I refer back to this book to see which rule can be improved upon. The book is designed for just that, review and improvement. Cannot stress enough how important this book is to me.
","Reviewed in the United States on August 10, 2017"
"Randy, ",5.0 out of 5 stars,"
Excellent Bible for every day living in a world where business and hard Cash are King!
","Reviewed in the United States on July 2, 2015"
B R,5.0 out of 5 stars,"
Excellent historical correlation.
","Reviewed in the United States on May 6, 2016"
Robin Jones,5.0 out of 5 stars,"
I've had this book in my cart for several years😉. Finally got to Treat Myself. I'm so impressed. Perfectly laid out, wonderful examples. Totally Recommend. I gave it to my son when I finished it & ordered the concise version for myself... Along w concise seduction.
","Reviewed in the United States on June 1, 2022"
Eboni Lewis,5.0 out of 5 stars,"
Excellent condition and great read
","Reviewed in the United States on March 28, 2017"
Amazon Customer,5.0 out of 5 stars,"
Awesome
","Reviewed in the United States on January 29, 2017"
STEFAN ANDREI,5.0 out of 5 stars,"
As with Carnegie’s “How to Win friends and influence people” I have to lament not reading this treasure trobe of everyday wisdom earlier. And I have to say, this must be every politician’s handbook.I loved the hystorical examples and the power play analyses, especially when familiar stories, characters and their actions gain new meaning through the connections penned by author.I saw some have reviewed this book and called it evil. I fail to see how practical knowledge of this kind can be evil. You won’t read this and become a villain. But you will read this and and be able to spot the villain.If there’s one thing I didn’t like it’s the intertwining of laws and stories/fables/short passages in red. They were a constant distraction, contextual true, but I would have prefferd them place at the end of chapters rather than inbetween paragraphs.Looking forward to War, Mastery & Seduction.
","Reviewed in the United States on January 5, 2019"
Amazon Customer,5.0 out of 5 stars,"
Can't wait 2 buy me my own copy
","Reviewed in the United States on September 6, 2016"
william a ivery,5.0 out of 5 stars,"
Excellent
","Reviewed in the United States on June 11, 2016"
evolutionofj,3.0 out of 5 stars,"
I bought this after years of toying with it. I have had his book Seduction for a number of years and that was also not quote what I thought. Robert Greene honestly seems Like.. Frued in a way, he seems to understand psychology from an interesting perspective, but a very jaded one as well. ALL of his books aren't about learning to politic, or get along, or figure out how to win, the are more about learning to how play people, destroy your opponent and divert attention from your mistakes onto others's, there are some nuggets here and there, like law #35 when negotiating always give two options that you win either way.. never give one win and one loss option - I like that.. but then there are so many twisted ones in here.. honestly, he seems.. kind of cukoo. So I guess it depends on where you are in your evolution. To me this was kind of a waste of money.
","Reviewed in the United States on February 8, 2020"
PhantomShopper,5.0 out of 5 stars,"
Very interesting read. Provides explanations, examples, and many stories to accompany each power.
","Reviewed in the United States on July 6, 2016"
Riddick66,5.0 out of 5 stars,"
Careful who you let know you have read this. People start getting paranoid and conspiracy theories start flying out the wood work. People start acting like twikers. It is a very informative book and if it's used decently you can go far as a moral goal oriented person. Use it like it they implore you too. You won't be a live to enjoy the view after all the people you stepped on to get there. Lol
","Reviewed in the United States on March 26, 2021"
Jeffery F Luck,5.0 out of 5 stars,"
Compelling!  Interesting take on the application of power in the world.
","Reviewed in the United States on March 14, 2015"
Gary,1.0 out of 5 stars,"
This book is evil. It is the opposite of the Real Holy Bible. It is satanism in disguise. I mean if u do not believe me look at his other books and tell me that they are against the Bible. The Art of Seduction. Law 10, “Use DEMONIC POWER of words to sow confusion.” It’s crazy that books like this can look like it is a ‘self-help’ book, but it is not. DO NOT READ; any of the books from this Author.
","Reviewed in the United States on April 19, 2022"
fabricio,5.0 out of 5 stars,"
Best book ever👀🔝☑️
","Reviewed in the United States on November 6, 2016"
vlad balmaceda,5.0 out of 5 stars,"
Great book, helped me out a lot to deal with people at work
","Reviewed in the United States on September 29, 2015"
Peter Martin,5.0 out of 5 stars,"
Great read!!!
","Reviewed in the United States on December 26, 2016"
Lee2807,5.0 out of 5 stars,"
A good book to read on those days of rest and or distress. Excellent advice on almost every subject people face everyday.
","Reviewed in the United States on December 19, 2017"
Scott,5.0 out of 5 stars,"
Great book.
","Reviewed in the United States on March 29, 2015"
Koninckx Philippe,5.0 out of 5 stars,"
nice book - well written
","Reviewed in the United States on March 31, 2016"
Ashley Span,5.0 out of 5 stars,"
Great book. Love this historic feel of it.
","Reviewed in the United States on May 12, 2016"
B. Bennett,5.0 out of 5 stars,"
This is a study of power.  Not an instruction manual (unless you are a villain seeking ultimate domination... like Donald Trump).  If you want to understand his manipulations, read this.Brilliantly researched and written, a book that will remain relevant for many generations to come.
","Reviewed in the United States on December 22, 2020"
Amazon Customer,1.0 out of 5 stars,"
After reading just a few pages, a friend of mine said ""This it's like a manual on how to become Darth Vader.""She's not wrong.
","Reviewed in the United States on May 20, 2021"
geraldo benitez,5.0 out of 5 stars,"
A must read for anyone that seeks to grow in life
","Reviewed in the United States on October 7, 2015"
eddie yadete,5.0 out of 5 stars,"
Very informal.
","Reviewed in the United States on February 4, 2016"
R. Gripp,1.0 out of 5 stars,"
There are already reviews with photos of others who have been ripped off.  This wasn't a book but just blank lined paper.  Even a paperback of the actual book cost less.  I can buy notebook paper for a couple of dollars.
","Reviewed in the United States on January 2, 2022"
Juan Hernandez,5.0 out of 5 stars,"
Better than I expected. A must read.
","Reviewed in the United States on October 26, 2014"
Richa,3.0 out of 5 stars,"
As a victim of manipulation,  I would like to warn people this book needs trigger alerting. Also this book holds a very rigid and unipolar approach to what power is. Power can hold different meanings to different people. Here it is all about getting what YOU WANT while creating wreckage and muck that you leave others to cleanup for you. A narcissistic approach, although I did see they tried to tell people that you should not use these techniques in your own nest and with your own people.
","Reviewed in the United States on November 15, 2020"
Douglas A. Coggeshall,5.0 out of 5 stars,"
2014-05-30 ... I discovered the ""48 Laws of Power"" (48LP) about 15 years ago when it was first published.  A little background on why I was ""blown-away"" by this book.  First, I'm a history guy (who enjoys a well-written account).  Second, I'm a professional (Senior Mechanical Engineer) working in an office environment.  Third, during the first two decades of that career I witnessed (as do we all) the typical variations of Machevellian blood-letting in the office, as the ""Bad Guys"" decimated their way to the top of the corporate ladder.  Indeed, I was at least once or twice the unwitting ""pawn"" in their plans, and my ignorance of their genuinely ""evil ways"" caused me and my family financial harm.  So I accidently discover (and purchase) 48LP, just on a whim.  I was astounded !!!  I read about 4 chapters a night, often (almost) literally falling-out of my reading chair.  For every ""law"" that Robert Greene expounded on, I recalled event after event where I had seen it happen in my own career.  Great ""office politics"" mysteries were finally understood.  I immediately purchased four (4) hard-back versions for my children (then in their teens); the books were safely put-away, and then (10 years later) given to each of my kids as they entered the professional workforce in their twenties.  They've actually appreciated the knowledge and wisdom Robert Greene writes about.  Do your children and grandchildren a big favor -- protect them (armed with exceptional knowledge) from the Machevellian ""office criminals"" that they'll encounter in their own furures.
","Reviewed in the United States on May 30, 2014"
Gym maniak,5.0 out of 5 stars,"
Use this book to draw wisdom and avoid being manipulated. Use these powers for good and not evil.
","Reviewed in the United States on October 8, 2021"
MikaylaRenay,5.0 out of 5 stars,"
Amazing so far!
","Reviewed in the United States on June 11, 2016"
Juan,5.0 out of 5 stars,"
Great book.
","Reviewed in the United States on April 12, 2015"
ShewpDaddy,5.0 out of 5 stars,"
One of my favorite books of all time.
","Reviewed in the United States on December 8, 2014"
yvette,1.0 out of 5 stars,"
Horrible premise, teaches how to be an unethical, despicable human being. Do not buy this.
","Reviewed in the United States on August 3, 2021"
Harvey Spector,5.0 out of 5 stars,"
I have read over 100 books on sales, business, and self help. This is my favorite. The amount of knowledge and value this book provides is unbelievable. Even if you do not plan on following the rules it is important that you at least understand them and can determine when other people are using them. At the end of the book you are left asking yourself ""Am I a better or worse person after reading this"". The author Robert Greene is the first to admit that if you view these laws as gospel and follow all of the laws to the full extreme you are borderline psychopathic. It is the reader's job to take these laws, learn from them, and use them in a positive way without negatively impacting your relationships with the people in your life.
","Reviewed in the United States on May 31, 2021"
Trudy,5.0 out of 5 stars,"
Exactly what was described. Better than great! I love the book. Very useful and a great price. A+ seller.
","Reviewed in the United States on January 7, 2018"
Loren,5.0 out of 5 stars,"
Just brilliant
","Reviewed in the United States on September 12, 2015"
Amethyst,5.0 out of 5 stars,"
I can understand the back and forth behind le the book but I think it depends on what the reader does with these laws... some may use it to understand those around them, gain power or just understand it more... I’ll be a few laws had me questioning my morals but once broken down I understood why it was added. As everyone had said Use at YOUR OWN RISK.
","Reviewed in the United States on June 1, 2021"
Juan Marcelo Scaramelli,5.0 out of 5 stars,"
Great book! 100% Fantastic Laws for everyone!
","Reviewed in the United States on July 14, 2014"
Crystal (Rangel) Smith,5.0 out of 5 stars,"
Definitely makes you aware of those who use manipulation to get what they want. It is a thick book, great for those enjoy reading.
","Reviewed in the United States on October 8, 2021"
Brendan,5.0 out of 5 stars,"
I was a little worried to read this book after people claiming it would turn me into a manipulative person or even a sociopath.  But I was hooked from the preface.  Never have I read a book like this and taken notes...until I read the 48 Laws of Power.  I read 2 laws a night and I looked forward to reading it everynight for a month.  Honestly, I wished it was longer.  I thought this was fantastic!  100/5!!!
","Reviewed in the United States on December 19, 2020"
Rachele,5.0 out of 5 stars,"
This is an excellent book!
","Reviewed in the United States on October 31, 2014"
Robert Spear,5.0 out of 5 stars,"
i'm going to make my kids read it when they turn 14. This is required reading for any adult.
","Reviewed in the United States on November 13, 2007"
King Rashad ,5.0 out of 5 stars,"
Great
","Reviewed in the United States on December 30, 2016"
diezelish,5.0 out of 5 stars,"
THIS BOOK IS ALSO A GOOD WAY TO EXAMINE YOURSELF. AS I READ THESE LAWS IF POWER, I NOTICED THAT MOST OF THEM I ALREADY EXORIZE...BUT THE PLUS IS THE HISTORIC LESSION IT GIVES, HOW THAT LAW WAS USED IN HISTORY!! AMAZING AND VERY CREDIABLE BOOK!!!!  I WILL BUY THE MASTERY BOOK NEXT!
","Reviewed in the United States on November 7, 2014"
Chima Onukwuru,5.0 out of 5 stars,"
Great book
","Reviewed in the United States on September 10, 2014"
Christos Papagoras,5.0 out of 5 stars,"
This book is a great read!
","Reviewed in the United States on February 3, 2016"
Tanis Coralee Leonhardi,5.0 out of 5 stars,"
I have had number of these power plays pulled on me so reading this I got to think through how to combat those gross abuses of power. It was the table of contents that sold me on buying this book. Entries I read were very useful, though I had a very targeted intent. I had been trying to figure out how to talk less and work on some of my emotional regulation for which some of the entires provided good first step advice.
","Reviewed in the United States on January 2, 2020"
E,5.0 out of 5 stars,"
A very great book. It explains why things are the way they are and how be/avoid things.
","Reviewed in the United States on July 29, 2017"
Hugsbear,5.0 out of 5 stars,"
Another I sent to my nephew, as he enjoys reading and helps him pas his time away in good ways during his time in prison, besides witnessing to other inmates.
","Reviewed in the United States on August 3, 2013"
smartypants,5.0 out of 5 stars,"
A very intense book, chock full of information to help anyone wishing to understand and improve themselves.  Through understanding the ""hows and whys"" of what makes us who we are, and how we can better understand ourselves and each other. Through this book, we can learn to temper our actions toward each other, and create better relationships.  This book requires deep reading and deep thinking.
","Reviewed in the United States on November 24, 2018"
Lyndon,5.0 out of 5 stars,"
I'm not done reading this book, but so far I'm enjoying every page I read so far.
","Reviewed in the United States on July 27, 2017"
ashley,5.0 out of 5 stars,"
awesome buy. he loved it
","Reviewed in the United States on January 22, 2015"
Anuj,5.0 out of 5 stars,"
I liked this book a lot. If you want to set yourself apart from the average Joe, read this book and implement its lessons. I m a big fan of history and that unique perspective this book offers, makes it a good read.Be prepared in this power hungry world.
","Reviewed in the United States on February 14, 2014"
Mark Taylor,5.0 out of 5 stars,"
Knowledge is power.
","Reviewed in the United States on April 29, 2015"
Edward J. Crowns,5.0 out of 5 stars,"
When I found myself opening this book, I was skeptical at first, though by really engaging in it I found myself stunned by the knowledge it consists. A book I'd never write but always read...
","Reviewed in the United States on December 5, 2017"
Quez Smith,5.0 out of 5 stars,"
It's great glad I got it
","Reviewed in the United States on October 4, 2015"
RenegadeZennist,5.0 out of 5 stars,"
This book will change your life. The way you use it is up to you. The techniques, tactics and strategies in the book are not immoral, they are amoral. The tactics are neither good nor evil, but the nature of power means they will increase your capacity for either.More importantly, it will allow you to recognize these tactics when people use or prepare to use them against you. You'll be able to see their next move, predict how they will react when you counter their check. Being a victim in the game of life will be a lot less likely for you after reading this book.Beyond that, you will understand politics in an entirely new way. You'll start to see the moves the powerful make with a sharper perspective because you'll have the inside game.
","Reviewed in the United States on February 9, 2019"
Wanda Perry,5.0 out of 5 stars,"
great Product , no problems
","Reviewed in the United States on May 26, 2015"
Amazon Customer,5.0 out of 5 stars,"
Wish I would have read this before o started my career or working serious jobs. It’s a good balance for those of us who always try to do and say what we think is right at a detriment to our lives regarding things that don’t matter. A good balance and guide for path to leadership. For those who are already not good people I see this book making them worse.
","Reviewed in the United States on July 17, 2020"
FZ,5.0 out of 5 stars,"
It's an intriguing book with a lot of relevant stories and information. It's difficult to take it all in continuous reading sessions. It's a useful read when you take breaks. But it's definitely a book you can come back to time and again.
","Reviewed in the United States on September 6, 2016"
James Laabs,1.0 out of 5 stars,"
Someone suggested this book as the ""ultimate guide to manipulating people."" They should have added, ""in long ago centuries."" The examples are hopelessly outdated and generally useless.
","Reviewed in the United States on April 16, 2022"
Tramaine,5.0 out of 5 stars,"
Great Read!!
","Reviewed in the United States on April 23, 2015"
Cascadian,5.0 out of 5 stars,"
Good book to dip in and out of. You can skip around as much as you want. If you like reading about famous figures in history you will like this book because the entire book is examples of how great leaders or persons with other extraordinary people skills applied the themes described. Conveys an appreciation of why such people rose to such heights.
","Reviewed in the United States on June 22, 2020"
Luis Mendez,5.0 out of 5 stars,"
It's a book to read many times... It has great history and it's very entertaining and usefull.
","Reviewed in the United States on January 9, 2007"
Akira,1.0 out of 5 stars,"
Total joke, the book is amazing this is just an empty journal. Rip off scam
","Reviewed in the United States on January 14, 2022"
Johnny,4.0 out of 5 stars,"
This is actually a good read. Robert Greene will give you insight of histories powerful people. Some cases will come as deceitful, but we must look at it from the lenses of the past. The book may not be for every reader, but it’s a study of the past and some are useful in the present day.
","Reviewed in the United States on May 30, 2021"
joedog,5.0 out of 5 stars,"
As a introvert, I have a hard time picking up on social queues and playing the social political game. I found this book to be very helpful in that regard. Would recommend.
","Reviewed in the United States on April 9, 2020"
john,5.0 out of 5 stars,"
awesome read
","Reviewed in the United States on March 5, 2015"
Amazon Customer,5.0 out of 5 stars,"
Useful
","Reviewed in the United States on February 3, 2016"
Sug,5.0 out of 5 stars,"
Very good product
","Reviewed in the United States on June 1, 2015"
••••••••,1.0 out of 5 stars,"
I was expecting a book about power. Disappointingly, this book is about grifting. The author seems to have a really warped view of the world, and an excessively high opinion of himself. Terms are not well defined, in most cases they’re not defined at all. The main text is frequently interrupted by loosely related anecdotes. Very disjointed. Given that the book is about deceit, why are we the readers expected to take so much at the author’s word? If you bought this book, congratulations, you just got grifted out of about $15.
","Reviewed in the United States on August 14, 2021"
holly powell,5.0 out of 5 stars,"
Best book I ever read
","Reviewed in the United States on March 24, 2015"
Michael,5.0 out of 5 stars,"
Excellent book
","Reviewed in the United States on July 22, 2015"
Brandon M.,3.0 out of 5 stars,"
I enjoyed this book at times however it lost my interest at certain points. I must say it was very informational and historical which made it interesting on a conceptual level. I don’t know much about the author but it was well written and helpful.
","Reviewed in the United States on August 26, 2018"
Daniel stratton,5.0 out of 5 stars,"
Power....yummy
","Reviewed in the United States on August 30, 2014"
K. Kline,2.0 out of 5 stars,"
I got myself through this book while commuting. I wouldn't recommend it to anyone. The only thing that got me through it were all of the historical 1400's 1500's stories. I may have enjoyed a 2 hour book about manipulating people alongside a companion 4 hour book on cool historical people like Napoleon and that circus guy he wouldn't stop talking about. Putting it all together over the course of 24 hours was too much for me. Those are 24 hours that I could have been learning spanish or talking to my grandma. I understand why this book exists and why some people would want this sitting on their shelves, but it goes way overboard on normal social situations. I work in a government, military branch, so bits and pieces were relevant to previous careers or social situations, but not many. I guess if you're a NY banker trying to make partner you might want to look through a paper version of this book. Interpretation: Read something else.
","Reviewed in the United States on April 2, 2018"
Aaron G.,5.0 out of 5 stars,"
Many of the reviews on here (okay, several, I only skimmed those on the front page) are critiquing the book solely as a self-help or business strategy book. That's fine; that's what the book is usually billed as.Yes, the laws provide important lessons on life. The reader may integrate them into their worldview as they and their moral sense sees fit.However, the laws themselves are just a small part of why I find this book so enjoyable, and why I feel compelled to take it off the bookshelf every so often. If you only want a run-down of Greene's laws, you don't have to look far for those (hint: if you don't mind squinting, it's called the ""Look Inside"" feature). But you'll be missing so much.Greene accompanies each of his laws with examples taken from history, myth and literature, demonstrating the advice followed as well as ignored, and the supposed ramifications of each path. Along the way, little anecdotes and excerpts along the same theme are included in the margins (this may be Joost Elffers' contribution).Whether or not you agree with Greene's conclusions (he is an English major and a writer, after all, not a world leader), reading how he interprets these stories and ties them to the main advice is highly enjoyable. You will be exposed to a lot of literary and historical references that you may not have been until now, and may pick up a number of ideas for further study.If you just want a list of platitudes and are not interested in the rest of the writing, then I would suggest you go right to the source with 
The Art of Worldly Wisdom
. You will find that almost all of Greene's laws come from Gracian's 300 aphorisms in one way or another. Unlike Gracian's concise little manual, however, Greene offers a brief literary and historical study with each case that's certainly worth the price of admission. In fact, I recommend you buy both of the books.
","Reviewed in the United States on December 17, 2009"
Mark Smith,2.0 out of 5 stars,"
The history was interesting, how to apply it I feel is harder and to some degree I don't know that I would wait to. I don't think I wold recommend it.
","Reviewed in the United States on February 23, 2018"
Brianna Weers,4.0 out of 5 stars,"
DO NOT and I repeat DO NOT ORDER THE HARD COVER VERSION OF THIS BOOK!!!!! I ordered the hard cover version of this book, and when it came in, it was blank with just a whole bunch of lines.  So I had to pay more money and order the paperback version of this book.  DO NOT MAKE THE SAME MISTAKE I DID!!!
","Reviewed in the United States on June 13, 2022"
MissDarkangel,5.0 out of 5 stars,"
I loved this book & the examples throughout history that it referenced for each law. As I read it, I saw many of the games of power outlined in this book at play in my day to day life, interactions wth others, & relationships. A ""must read!""
","Reviewed in the United States on January 13, 2017"
Amazon Customer,5.0 out of 5 stars,"
This book can come off as Narcissistic but the value in know these behaviors not only reinforces your own mind set but will also protect you from people attempting to impose they’re power on you. To put simply, it’s a playbook of how to act with and obtain power. The history and elaborate depictions make it a great read.
","Reviewed in the United States on March 9, 2022"
M. Zhao,1.0 out of 5 stars,"
I have no idea why this book would sell, or get good reviews. The book has no logic coherence (rules contradicting each other), no equilibrium (rules that will not work if everyone does it), and no moral anchor (success = living in constant hatred and anxiety?). Yes, I know reality can be cruel. No, I am not a saint. Still, I believe we will all be better off if we help (not stab) each other.
","Reviewed in the United States on January 16, 2021"
Cookie,5.0 out of 5 stars,"
Excellent insight on real events and the consequences or reward of each person's actions. Excellent read for anyone who wants to ""survive"" in the corporate world. Recommended!
","Reviewed in the United States on February 19, 2020"
Jose Cruz ,5.0 out of 5 stars,"
My 16 year old son asked me for this book and he loves it!! He was reading it digitally but there is no comparison to having the actual book, he is very happy he got this book and he likes to book mark different parts so he can reread it whenever he wants to.
","Reviewed in the United States on December 9, 2021"
Steve Wood,5.0 out of 5 stars,"
I remember a friend at work recommended reading this book. He was going to let me borrow it(I bought the Art of Seduction and planned on reading it before reading this) and I would let him borrow the Art of Seduction; a book exchange. Unfortunately, my friend was fired so I didn't get the chance to borrow the 48 Laws.I had remembered  this, and went ahead and bought it. I thought it was better to read this first before the Art of Seduction. Before reading the 48 Laws, I began the Art of Seduction, but couldn't get into it.As soon as I began 48 Laws, I was intrigued. This was kind of book I was looking for. Because of my interest in the 48 Laws, I began the Art of Seduction again; reading these two books, side by side(not literally), I saw connections, and wanted to finish them; because of my curiosity, I wanted to see if these principles can be applied.I like the author's style of writing, explaining historical events, describing classical literary works; he would then explain observances and transgressions of these Laws, and how they can be interpreted.I really liked this book, and will come back to it again for another read.
","Reviewed in the United States on February 6, 2015"
Ken Russell,5.0 out of 5 stars,"
This will have you smiling from ear to ear because it will smack you right in the face and tap into your conscious side of thinking. From there its up to you where you go. The path will be be clearly laid out. You will either walk on it or walk away. It's your choice. For me it wasn't a front to back read. I read all the laws first and let it sit in and then read them again and highlighted the ones that i thought were interesting. All of them ended up being that way. Each one of us is different. We are truly all unique in our own way. Enjoy the ride!!
","Reviewed in the United States on February 18, 2014"
"Arthur Gousby, III",5.0 out of 5 stars,"
POWER... It's ruthless, it's cunning, it's loyal, it's backstabbing.  Just like life really is without the sugar or even Equal.  This extension of Niccolo Machiavelli's ""The Prince"" is so interesting to read.  I couldn't put the book down and finished it on the plane to Italy and back.  If you can take some harsh realities and realize that people are just like you and are mainly interested in their own survival and not necessarily yours... you'll be able to accept what this book has to offer.  If you're timid... read the Prince first.  Then graduate to POWER.
","Reviewed in the United States on July 10, 2002"
Cvlt-Noir,5.0 out of 5 stars,"
I usually read non-fiction biographies, and out of sheer boredom,(I’m glad) I purchased this book. It’s throughly entertaining if you read it through the lens of a spectator or someone who is absolutely willing to avoid some of the historical examples outlined in this book. A lot of readers here are appalled, but personally it enabled me to take a step back and look at my personal relations and the parts they’ve played in my life. I was able to confront certain patterns of peoples behavior as well as my own. Hopefully this book falls into the right hands, and I hope the viewers sees this from a neutral standpoint.As for the “laws”, I’m not one bit surprised. A lot of it were taken from historical accounts of ancient adages, conquerors and religious texts. If anyone is afraid, it should be the people who are willing and able to exploit (manipulate) others.This should be used a cautionary handbook or as an tool of awareness.
","Reviewed in the United States on December 7, 2021"
CC,5.0 out of 5 stars,"
Amazing book. I've read it twice in the last 5 years.
","Reviewed in the United States on May 22, 2022"
John A.,5.0 out of 5 stars,"
I highly recommend this book.  I now see the power plays many of my coworker use or attempt to use.
","Reviewed in the United States on March 23, 2022"
Disappointed,1.0 out of 5 stars,"
I will be returning this book. My 15 year old son heard people sharing about this book on TicToc. I read through the titles of the chapters and a few passages and can say I was truly disturbed. It is basically a book to teach someone how to become a narcissist. This book would be extremely confusing to most teens and would leave them feeling cynical about their world. I am beyond saddened that this book is a best seller and that a book such as this exists.
","Reviewed in the United States on July 8, 2021"
R. Stark,5.0 out of 5 stars,"
I read an average of 3 to 4 books per month...every month...and of the thousands that I have read..this condensed blend of psychology, history, and order is a significant solution for depression! In the words of Yoda ""Named must your fear be...before banish it you can!"" This book helps you to define the game of power;to know when and how you will be,or are currently being manipulated, in the struggle for power. Many say that depression is a lack of empowerment...you might find it here. Some of the chapters are distubing...unsettling even, as the meaning remains like a pebble in your shoe, to motivate reflection and change. Well done. I received a new Kindle recently...this was the first book I purchased for it...and undoubtedly the best. I know that it's available on CD now...I'd like to see Amazon offer a combo price for download (Audio and Kindle book).
","Reviewed in the United States on March 13, 2010"
